title,views,cast,script,directing,likes,dislikes,dt_published
tá tudo bem,334867.0,fábio de luca,gabriel esteves,zaga martelletto,44800.0,651.0,2021-05-10
tá tudo bem,334867.0,rafael infante,gabriel esteves,zaga martelletto,44800.0,651.0,2021-05-10
katia,384456.0,evelyn castro,matheus mad,bianca frossard,37581.0,511.0,2021-05-08
katia,384456.0,fábio de luca,matheus mad,bianca frossard,37581.0,511.0,2021-05-08
rir é um ato de resistência,412737.0,,,,92594.0,688.0,2021-05-06
sonhei com você,423480.0,estevam nabote,matheus mad,bianca frossard,46417.0,338.0,2021-05-03
sonhei com você,423480.0,nathalia cruz,matheus mad,bianca frossard,46417.0,338.0,2021-05-03
diversidade,477663.0,gregório duviver,gustavo vilela,rodrigo van der put,53420.0,799.0,2021-05-01
diversidade,477663.0,rafael infante,gustavo vilela,rodrigo van der put,53420.0,799.0,2021-05-01
vida em marte,543461.0,joão vicente de castro,matheus mad,gigi soares,51774.0,1008.0,2021-04-29
vida em marte,543461.0,pedro benevides,matheus mad,gigi soares,51774.0,1008.0,2021-04-29
leilão online,869218.0,fábio porchat,jhonathan marques,bianca frossard,72699.0,843.0,2021-04-26
leilão online,869218.0,fábio porchat,edu araujo,bianca frossard,72699.0,843.0,2021-04-26
"amiga, pare",467961.0,thati lopes,nathalia cruz,rodrigo van der put,42214.0,1171.0,2021-04-24
"amiga, pare",467961.0,evelyn castro,nathalia cruz,rodrigo van der put,42214.0,1171.0,2021-04-24
eric querido,426112.0,gregório duvivier,gregório duvivier,rodrigo van der put,42127.0,1379.0,2021-04-22
eric querido,426112.0,evelyn castro,gregório duvivier,rodrigo van der put,42127.0,1379.0,2021-04-22
eric querido,426112.0,pedro benevides,gregório duvivier,rodrigo van der put,42127.0,1379.0,2021-04-22
eric querido,426112.0,thati lopes,gregório duvivier,rodrigo van der put,42127.0,1379.0,2021-04-22
eric querido,426112.0,antonio tabet,gregório duvivier,rodrigo van der put,42127.0,1379.0,2021-04-22
câmera ligada,633554.0,rafael infante,jhonatan marques,bianca frossard,53421.0,522.0,2021-04-19
câmera ligada,633554.0,noemia oliveira,jhonatan marques,bianca frossard,53421.0,522.0,2021-04-19
câmera ligada,633554.0,estevam nabote,jhonatan marques,bianca frossard,53421.0,522.0,2021-04-19
câmera ligada,633554.0,pedro benevides,jhonatan marques,bianca frossard,53421.0,522.0,2021-04-19
câmera ligada,633554.0,luiza ambiel,jhonatan marques,bianca frossard,53421.0,522.0,2021-04-19
aluguel,459229.0,nathalia cruz,jhonatan marques,rodrigo van der put,44470.0,539.0,2021-04-17
aluguel,459229.0,evelyn castro,jhonatan marques,rodrigo van der put,44470.0,539.0,2021-04-17
aluguel,459229.0,duda cartolano,jhonatan marques,rodrigo van der put,44470.0,539.0,2021-04-17
demissão gameficada,546096.0,evelyn castro,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,evelyn castro,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,estevam nabote,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,estevam nabote,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,totoro,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,totoro,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,fabio de luca,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,fabio de luca,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,joão pimenta,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,joão pimenta,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,pedro benevides,gustavo vilela,bianca frossard,47580.0,505.0,2021-04-15
demissão gameficada,546096.0,pedro benevides,gregório duvivier,bianca frossard,47580.0,505.0,2021-04-15
doente de brasil,732367.0,gregório duvivier,gregório duvivier,bianca frossard,93147.0,2062.0,2021-04-12
doente de brasil,732367.0,rafael infante,gregório duvivier,bianca frossard,93147.0,2062.0,2021-04-12
autoestima,452315.0,antonio tabet,gustavo vilela,bianca frossard,46856.0,401.0,2021-04-10
autoestima,452315.0,pedro benevides,gustavo vilela,bianca frossard,46856.0,401.0,2021-04-10
algoritmo,825472.0,fabio de luca,gustavo vilela,bianca frossard,73712.0,848.0,2021-04-08
algoritmo,825472.0,fabio de luca,edu araujo,bianca frossard,73712.0,848.0,2021-04-08
algoritmo,825472.0,rafael infante,gustavo vilela,bianca frossard,73712.0,848.0,2021-04-08
algoritmo,825472.0,rafael infante,edu araujo,bianca frossard,73712.0,848.0,2021-04-08
como fazer moela? - cozinha com pimenta,134641.0,joão pimenta,joão pimenta,bianca frossard,15984.0,390.0,2021-04-06
como fazer moela? - cozinha com pimenta,134641.0,joão pimenta,jhonatan marques,bianca frossard,15984.0,390.0,2021-04-06
problematizando a palavra,218233.0,gregório duvivier,gregório duvivier,rodrigo van der put,23159.0,1066.0,2021-04-05
na lata 3,1047728.0,fabio porchat,gustavo vilela,rodrigo van der put,87721.0,1988.0,2021-04-03
na lata 3,1047728.0,rafael portugal,gustavo vilela,rodrigo van der put,87721.0,1988.0,2021-04-03
primeiro de abril,473095.0,fabio de luca,fabio de luca,,52752.0,539.0,2021-04-01
problematizando o problema,301650.0,gregório duvivier,gregório duvivier,rodrigo van der put,31952.0,1631.0,2021-03-29
papo de amiga,452130.0,evelyn castro,gustavo vilela,bianca frossard,42062.0,758.0,2021-03-27
papo de amiga,452130.0,isabela mariotto,gustavo vilela,bianca frossard,42062.0,758.0,2021-03-27
transmissão tv brasil,421754.0,fabio de luca,gustavo vilela,gustavo chagas,47259.0,1148.0,2021-03-25
transmissão tv brasil,421754.0,fabio de luca,antonio tabet,gustavo chagas,47259.0,1148.0,2021-03-25
transmissão tv brasil,421754.0,antonio tabet,gustavo vilela,gustavo chagas,47259.0,1148.0,2021-03-25
transmissão tv brasil,421754.0,antonio tabet,antonio tabet,gustavo chagas,47259.0,1148.0,2021-03-25
como fazer bolo vulcão (laranja com chocolate)? - cozinha com pimenta,151591.0,joão pimenta,joão pimenta,bianca frossard,21297.0,362.0,2021-03-23
como fazer bolo vulcão (laranja com chocolate)? - cozinha com pimenta,151591.0,joão pimenta,jhonatan marques,bianca frossard,21297.0,362.0,2021-03-23
problematizando a privada,311763.0,gregório duvivier,gregório duvivier,rodrigo van der put,29043.0,2241.0,2021-03-22
operação et e rodolfo,431039.0,estevam nabote,gabriel esteves,gustavo chagas,45077.0,615.0,2021-03-20
operação et e rodolfo,431039.0,rafael infante,gabriel esteves,gustavo chagas,45077.0,615.0,2021-03-20
amizade sincera,508785.0,evelyn castro,nathalia cruz,bianca frossard,48678.0,485.0,2021-03-18
amizade sincera,508785.0,thati lopes,nathalia cruz,bianca frossard,48678.0,485.0,2021-03-18
problematizando o copo,452561.0,gregório duvivier,gregório duvivier,rodrigo van der put,47619.0,2263.0,2021-03-15
opiniões,565058.0,fabio porchat,fabio porchat,gustavo chagas,50496.0,757.0,2021-03-13
opiniões,565058.0,fabio de luca,fabio porchat,gustavo chagas,50496.0,757.0,2021-03-13
saudosista,648647.0,rafael infante,jhonatan marques,rodrigo van der put,60638.0,1241.0,2021-03-11
saudosista,648647.0,antonio tabet,jhonatan marques,rodrigo van der put,60638.0,1241.0,2021-03-11
simpatia,512765.0,thati lopes,nathalia cruz,bianca frossard,48779.0,585.0,2021-03-08
simpatia,512765.0,evelyn castro,nathalia cruz,bianca frossard,48779.0,585.0,2021-03-08
família sem filtros - despedida de osmar,172510.0,rafael portugal,pedro esteves,rodrigo van der put,14965.0,412.0,2021-03-06
odiadora,637563.0,evelyn castro,pedro esteves,bianca frossard,66678.0,653.0,2021-03-04
odiadora,637563.0,ademara barros,pedro esteves,bianca frossard,66678.0,653.0,2021-03-04
como fazer macarrão tipo spoleto? - cozinha com pimenta,178453.0,joão pimenta,joão pimenta,bianca frossard,21943.0,491.0,2021-03-02
como fazer macarrão tipo spoleto? - cozinha com pimenta,178453.0,joão pimenta,jhonatan marques,bianca frossard,21943.0,491.0,2021-03-02
soletra pra mim,624174.0,fabio de luca,gustavo vilela,rodrigo van der put,54661.0,538.0,2021-03-01
família sem filtros - resgate furado,188721.0,rafael portugal,pedro esteves,rodrigo van der put,15291.0,509.0,2021-02-27
insta de filho,693699.0,thati lopes,gustavo vilela,bianca frossard,60511.0,928.0,2021-02-25
insta de filho,693699.0,carine klimeck,gustavo vilela,bianca frossard,60511.0,928.0,2021-02-25
plantananã – karol conká fora do bbb 21,806849.0,rafael infante,,bianca frossard,71016.0,3015.0,2021-02-24
erro,569519.0,fabio porchat,gustavo vilela,bianca frossard,48056.0,1447.0,2021-02-22
família sem filtros - resgate impagável,226188.0,rafael portugal,pedro esteves,rodrigo van der put,19642.0,657.0,2021-02-20
aleatória,546349.0,estevam nabote,nathalia cruz,bianca frossard,49224.0,682.0,2021-02-18
aleatória,546349.0,jordana morena,nathalia cruz,bianca frossard,49224.0,682.0,2021-02-18
carnaval 2021,516435.0,evelyn castro,antonio tabet,bianca frossard,41067.0,1048.0,2021-02-15
carnaval 2021,516435.0,fabio de luca,antonio tabet,bianca frossard,41067.0,1048.0,2021-02-15
família sem filtros - convite emocionante,316139.0,rafael portugal,pedro esteves,rodrigo van der put,27858.0,633.0,2021-02-13
golpe do casamento,510633.0,evelyn castro,gregório duvivier,gustavo chagas,52965.0,806.0,2021-02-11
como fazer torta de limão?? - cozinha com pimenta,182670.0,joão pimenta,joão pimenta,bianca frossard,26448.0,530.0,2021-02-09
como fazer torta de limão?? - cozinha com pimenta,182670.0,joão pimenta,jhonatan marques,bianca frossard,26448.0,530.0,2021-02-09
problemas de conexão,672420.0,rafael infante,gregório duvivier,rodrigo van der put,54789.0,815.0,2021-02-08
problemas de conexão,672420.0,antonio tabet,gregório duvivier,rodrigo van der put,54789.0,815.0,2021-02-08
problemas de conexão,672420.0,maria bopp,gregório duvivier,rodrigo van der put,54789.0,815.0,2021-02-08
problemas de conexão,672420.0,thati lopes,gregório duvivier,rodrigo van der put,54789.0,815.0,2021-02-08
golpe do céu,994722.0,rafael portugal,gregório duvivier,gustavo chagas,99546.0,2150.0,2021-02-06
golpe do céu,994722.0,gregório duvivier,gregório duvivier,gustavo chagas,99546.0,2150.0,2021-02-06
zé gotinha,785844.0,fabio de luca,gustavo vilela,rodrigo van der put,81985.0,1467.0,2021-02-04
zé gotinha,785844.0,fabio porchat,gustavo vilela,rodrigo van der put,81985.0,1467.0,2021-02-04
#fechadocomele,728476.0,rafael infante,matheus mad,gustavo chagas,71302.0,3123.0,2021-02-01
#fechadocomele,728476.0,fabio de luca,matheus mad,gustavo chagas,71302.0,3123.0,2021-02-01
#fechadocomele,728476.0,totoro,matheus mad,gustavo chagas,71302.0,3123.0,2021-02-01
#fechadocomele,728476.0,estevam nabote,matheus mad,gustavo chagas,71302.0,3123.0,2021-02-01
querido marcão,325131.0,joel vieira,pedro esteves,gustavo chagas,29235.0,663.0,2021-01-30
querido marcão,325131.0,noemia oliveira,pedro esteves,gustavo chagas,29235.0,663.0,2021-01-30
querido marcão,325131.0,estevam nabote,pedro esteves,gustavo chagas,29235.0,663.0,2021-01-30
querido marcão,325131.0,evelyn castro,pedro esteves,gustavo chagas,29235.0,663.0,2021-01-30
querido marcão,325131.0,pedro benevides,pedro esteves,gustavo chagas,29235.0,663.0,2021-01-30
golpe neopentecostal,574351.0,fabio de luca,gregório duvivier,gustavo chagas,78652.0,2081.0,2021-01-28
como fazer moqueca? - cozinha com pimenta,211579.0,joão pimenta,joão pimenta,bianca frossard,26929.0,669.0,2021-01-26
como fazer moqueca? - cozinha com pimenta,211579.0,joão pimenta,jhonatan marques,bianca frossard,26929.0,669.0,2021-01-26
nude,1523458.0,antonio tabet,matheus mad,bianca frossard,121989.0,1239.0,2021-01-25
nude,1523458.0,antonio tabet,antonio tabet,bianca frossard,121989.0,1239.0,2021-01-25
nude,1523458.0,rafael portugal,matheus mad,bianca frossard,121989.0,1239.0,2021-01-25
nude,1523458.0,rafael portugal,antonio tabet,bianca frossard,121989.0,1239.0,2021-01-25
a médium,430644.0,noemia oliveira,isabella paulelli,gustavo chagas,41855.0,864.0,2021-01-23
a médium,430644.0,estevam nabote,isabella paulelli,gustavo chagas,41855.0,864.0,2021-01-23
jornalismo estrutural,687814.0,antonio tabet,nathalia cruz,gustavo chagas,70963.0,981.0,2021-01-21
jornalismo estrutural,687814.0,antonio tabet,jhonatan marques,gustavo chagas,70963.0,981.0,2021-01-21
jornalismo estrutural,687814.0,rafael infante,nathalia cruz,gustavo chagas,70963.0,981.0,2021-01-21
jornalismo estrutural,687814.0,rafael infante,jhonatan marques,gustavo chagas,70963.0,981.0,2021-01-21
mamada,610230.0,manu cantuária,nathalia cruz,bianca frossard,54521.0,2854.0,2021-01-18
mamada,610230.0,manu cantuária,manuela cantuária,bianca frossard,54521.0,2854.0,2021-01-18
mamada,610230.0,nathalia cruz,nathalia cruz,bianca frossard,54521.0,2854.0,2021-01-18
mamada,610230.0,nathalia cruz,manuela cantuária,bianca frossard,54521.0,2854.0,2021-01-18
mamada,610230.0,cléo weller,nathalia cruz,bianca frossard,54521.0,2854.0,2021-01-18
mamada,610230.0,cléo weller,manuela cantuária,bianca frossard,54521.0,2854.0,2021-01-18
previsões para 2021,764288.0,thati lopes,matheus mad,bianca frossard,72299.0,1489.0,2021-01-16
previsões para 2021,764288.0,thati lopes,gregório duvivier,bianca frossard,72299.0,1489.0,2021-01-16
previsões para 2021,764288.0,luciana paes,matheus mad,bianca frossard,72299.0,1489.0,2021-01-16
previsões para 2021,764288.0,luciana paes,gregório duvivier,bianca frossard,72299.0,1489.0,2021-01-16
previsões para 2021,764288.0,nathalia cruz,matheus mad,bianca frossard,72299.0,1489.0,2021-01-16
previsões para 2021,764288.0,nathalia cruz,gregório duvivier,bianca frossard,72299.0,1489.0,2021-01-16
freada,503547.0,estevam nabote,gabriel esteves,gigi soares,55236.0,1609.0,2021-01-14
freada,503547.0,pedro benevides,gabriel esteves,gigi soares,55236.0,1609.0,2021-01-14
freada,503547.0,felipe ruggeri,gabriel esteves,gigi soares,55236.0,1609.0,2021-01-14
responsável,669341.0,evelyn castro,jhonatan marques,,60054.0,5590.0,2021-01-11
responsável,669341.0,fabio porchat,jhonatan marques,,60054.0,5590.0,2021-01-11
responsável,669341.0,noemia oliveira,jhonatan marques,,60054.0,5590.0,2021-01-11
responsável,669341.0,joel vieira,jhonatan marques,,60054.0,5590.0,2021-01-11
robozinho,558916.0,evelyn castro,gustavo vilela,gustavo chagas,46646.0,846.0,2021-01-09
robozinho,558916.0,estevam nabote,gustavo vilela,gustavo chagas,46646.0,846.0,2021-01-09
chamada de emergência,1040225.0,rafael portugal,jhonatan marques,gustavo chagas,89846.0,774.0,2021-01-07
chamada de emergência,1040225.0,rafael infante,jhonatan marques,gustavo chagas,89846.0,774.0,2021-01-07
chamada de emergência,1040225.0,tiago rex,jhonatan marques,gustavo chagas,89846.0,774.0,2021-01-07
missão descumprida,1077366.0,fabio porchat,pedro esteves,gustavo chagas,109868.0,4966.0,2021-01-04
missão descumprida,1077366.0,fabio de luca,pedro esteves,gustavo chagas,109868.0,4966.0,2021-01-04
cinelândia drive-in,472437.0,gregório duvivier,gregório duvivier,gustavo chagas,42731.0,1177.0,2021-01-02
cinelândia drive-in,472437.0,giovanna nader,gregório duvivier,gustavo chagas,42731.0,1177.0,2021-01-02
dona helena - especial de ano novo,484669.0,fabio de luca,fabio de luca,,44637.0,558.0,2020-12-31
dona helena - especial de ano novo,484669.0,fabio de luca,pedro esteves,,44637.0,558.0,2020-12-31
retrospectiva plantananã,555069.0,rafael infante,joão vicente de castro,,62032.0,1472.0,2020-12-28
retrospectiva plantananã,555069.0,rafael infante,edu araujo,,62032.0,1472.0,2020-12-28
retrospectiva plantananã,555069.0,rafael infante,nathalia cruz,,62032.0,1472.0,2020-12-28
retrospectiva plantananã,555069.0,rafael infante,rafael infante,,62032.0,1472.0,2020-12-28
mecânica vintage,876797.0,rafael portugal,gabriel esteves,,65340.0,2559.0,2020-12-26
mecânica vintage,876797.0,rafael portugal,guilherme macedo,,65340.0,2559.0,2020-12-26
mecânica vintage,876797.0,fabio de luca,gabriel esteves,,65340.0,2559.0,2020-12-26
mecânica vintage,876797.0,fabio de luca,guilherme macedo,,65340.0,2559.0,2020-12-26
mecânica vintage,876797.0,pedro benevides,gabriel esteves,,65340.0,2559.0,2020-12-26
mecânica vintage,876797.0,pedro benevides,guilherme macedo,,65340.0,2559.0,2020-12-26
jesus hétero,1843224.0,gregório duvivier,pedro esteves,,186401.0,12668.0,2020-12-24
jesus hétero,1843224.0,thati lopes,pedro esteves,,186401.0,12668.0,2020-12-24
jesus hétero,1843224.0,fabio de luca,pedro esteves,,186401.0,12668.0,2020-12-24
jesus hétero,1843224.0,yuri marçal,pedro esteves,,186401.0,12668.0,2020-12-24
ele não vai voltar - teocracia em vertigem (clipe oficial),312404.0,fabio porchat,,,29624.0,5071.0,2020-12-23
ele não vai voltar - teocracia em vertigem (clipe oficial),312404.0,silvia machete,,,29624.0,5071.0,2020-12-23
ele não vai voltar - teocracia em vertigem (clipe oficial),312404.0,teresa cristina,,,29624.0,5071.0,2020-12-23
como fazer um tender de natal - cozinha com pimenta,199762.0,joão pimenta,joão pimenta,,27955.0,624.0,2020-12-22
como fazer um tender de natal - cozinha com pimenta,199762.0,joão pimenta,jhonatan marques,,27955.0,624.0,2020-12-22
floricultura,495482.0,eveleyn castro,edu araujo,,51108.0,577.0,2020-12-21
floricultura,495482.0,eveleyn castro,jhonatan marques,,51108.0,577.0,2020-12-21
floricultura,495482.0,fabio de luca,edu araujo,,51108.0,577.0,2020-12-21
floricultura,495482.0,fabio de luca,jhonatan marques,,51108.0,577.0,2020-12-21
zeus castiga,763802.0,gregório duvivier,gregório duvivier,,95267.0,4789.0,2020-12-19
significado,782039.0,eveleyn castro,jhonatan marques,,65869.0,1192.0,2020-12-17
significado,782039.0,fabio porchat,jhonatan marques,,65869.0,1192.0,2020-12-17
plantananã - teocracia em vertigem,271929.0,rafael infante,joão vicente de castro,,27978.0,2223.0,2020-12-16
plantananã - teocracia em vertigem,271929.0,rafael infante,nathalia cruz,,27978.0,2223.0,2020-12-16
plantananã - teocracia em vertigem,271929.0,rafael infante,rafael infante,,27978.0,2223.0,2020-12-16
papo de elevador,1174975.0,fabio porchat,matheus mad,,91280.0,2070.0,2020-12-14
papo de elevador,1174975.0,rafael infante,matheus mad,,91280.0,2070.0,2020-12-14
tendências,404516.0,thati lopes,guilherme macedo,,42578.0,1039.0,2020-12-12
tendências,404516.0,thati lopes,manuela cantuária,,42578.0,1039.0,2020-12-12
tendências,404516.0,fabio de luca,guilherme macedo,,42578.0,1039.0,2020-12-12
tendências,404516.0,fabio de luca,manuela cantuária,,42578.0,1039.0,2020-12-12
tendências,404516.0,noemia oliveira,guilherme macedo,,42578.0,1039.0,2020-12-12
tendências,404516.0,noemia oliveira,manuela cantuária,,42578.0,1039.0,2020-12-12
teocracia em vertigem - especial de natal,2429629.0,antonio tabet,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,antonio tabet,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,daniel furlan,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,daniel furlan,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,estevam nabote,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,estevam nabote,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,evelyn castro,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,evelyn castro,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,fabio de luca,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,fabio de luca,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,fabio porchat,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,fabio porchat,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gabriel louchard,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gabriel louchard,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gabriel totoro,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gabriel totoro,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gregorio duvivier,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,gregorio duvivier,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,helio de la peña,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,helio de la peña,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,joão vicente de castro,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,joão vicente de castro,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,leandro ramos,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,leandro ramos,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,marco gonçalves,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,marco gonçalves,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,nathalia cruz,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,nathalia cruz,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,noemia oliveira,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,noemia oliveira,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,paulo tiefenthaler,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,paulo tiefenthaler,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,pedro benevides,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,pedro benevides,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,rafael infante,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,rafael infante,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,rafael portugal,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,rafael portugal,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,raphael logam,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,raphael logam,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,raul chequer,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,raul chequer,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,renato góes,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,renato góes,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,thati lopes,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,thati lopes,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,yuri marçal,fabio porchat,rodrigo van der put,251482.0,20463.0,2020-12-10
teocracia em vertigem - especial de natal,2429629.0,yuri marçal,baseado na ideia original de gabriel esteves,rodrigo van der put,251482.0,20463.0,2020-12-10
como fazer hambúrguer - cozinha com pimenta,375217.0,joão pimenta,joão pimenta,,47660.0,1022.0,2020-12-08
como fazer hambúrguer - cozinha com pimenta,375217.0,joão pimenta,jhonatan marques,,47660.0,1022.0,2020-12-08
cinema drive in,359529.0,evelyn castro,matheus mad,,31212.0,995.0,2020-12-07
cinema drive in,359529.0,pedro benevides,matheus mad,,31212.0,995.0,2020-12-07
pelado,756329.0,rafael infante,jhonatan marques,,66154.0,2130.0,2020-12-05
pelado,756329.0,estevam nabote,jhonatan marques,,66154.0,2130.0,2020-12-05
apelidos,386008.0,fabio porchat,pedro esteves,,31279.0,2834.0,2020-12-03
apelidos,386008.0,fabio porchat,fabio porchat,,31279.0,2834.0,2020-12-03
apelidos,386008.0,noemia oliveira,pedro esteves,,31279.0,2834.0,2020-12-03
apelidos,386008.0,noemia oliveira,fabio porchat,,31279.0,2834.0,2020-12-03
formando líderes [vídeos para todos],558657.0,,gustavo vilela,,50054.0,815.0,2020-11-30
miliciagram,665612.0,,,,63690.0,1074.0,2020-11-28
chato,713085.0,,,,65044.0,2723.0,2020-11-26
como fazer lasanha - cozinha com pimenta,293983.0,,,,43631.0,1574.0,2020-11-24
trabalhando em casa #6 - volta ao escritório,687954.0,,,,46564.0,2609.0,2020-11-23
telessexo,1041973.0,,,,78328.0,2330.0,2020-11-21
(trailer oficial) teocracia em vertigem - especial de natal,744300.0,,,,67842.0,8089.0,2020-11-20
fim do racismo,993594.0,,,,109861.0,2755.0,2020-11-19
soc - síndrome da onomatopeia corporal,798322.0,,,,71259.0,2933.0,2020-11-16
"enquadro do peçanha - vacina chinesa, rogério ceni e eleições",588348.0,,,,44769.0,910.0,2020-11-15
debate carioca,943646.0,,,,86227.0,959.0,2020-11-14
spoiler da vida,520556.0,,,,47353.0,965.0,2020-11-12
como fazer pão - cozinha com pimenta,323732.0,,,,45897.0,1294.0,2020-11-10
horário eleitoral,808400.0,,,,98672.0,2092.0,2020-11-09
obra do senhor,1099023.0,,,,107076.0,3603.0,2020-11-07
senador da sorte,423507.0,antonio tabet,antonio tabet,,55021.0,349.0,2020-11-05
