title,views,cast,script,directing,likes,dislikes,dt_published
#fiqueemcasa e lave as mãos #comigo,785932.0,,,,95696.0,2518.0,2020-03-22
sexo sujo,4393718.0,evelyn castro,julia tavares,,192909.0,4438.0,2020-03-21
sexo sujo,4393718.0,rafael portugal,julia tavares,,192909.0,4438.0,2020-03-21
pronunciamento do peçanha,1642574.0,,,bianca frossard,182519.0,3520.0,2020-03-19
primeiro dia,3078162.0,pedro benevides,pedro esteves,,214354.0,2159.0,2020-03-19
primeiro dia,3078162.0,estevam nabote,pedro esteves,,214354.0,2159.0,2020-03-19
primeiro dia,3078162.0,evelyn castro,pedro esteves,,214354.0,2159.0,2020-03-19
primeiro dia,3078162.0,gregório duvivier,pedro esteves,,214354.0,2159.0,2020-03-19
primeiro dia,3078162.0,noemia oliveira,pedro esteves,,214354.0,2159.0,2020-03-19
qué pasa?,1522111.0,fabio porchat,,,130286.0,3581.0,2020-03-16
qué pasa?,1522111.0,joão vicente de castro,,,130286.0,3581.0,2020-03-16
qué pasa?,1522111.0,memo villegas,,,130286.0,3581.0,2020-03-16
qué pasa?,1522111.0,miguel burra,,,130286.0,3581.0,2020-03-16
cota,2177982.0,antonio tabet,nathalia cruz,,201192.0,6043.0,2020-03-14
cota,2177982.0,antonio tabet,fabio porchat,,201192.0,6043.0,2020-03-14
cota,2177982.0,noemia oliveira,nathalia cruz,,201192.0,6043.0,2020-03-14
cota,2177982.0,noemia oliveira,fabio porchat,,201192.0,6043.0,2020-03-14
cota,2177982.0,carine klimeck,nathalia cruz,,201192.0,6043.0,2020-03-14
cota,2177982.0,carine klimeck,fabio porchat,,201192.0,6043.0,2020-03-14
cota,2177982.0,nathalia cruz,nathalia cruz,,201192.0,6043.0,2020-03-14
cota,2177982.0,nathalia cruz,fabio porchat,,201192.0,6043.0,2020-03-14
cota,2177982.0,fabio de luca,nathalia cruz,,201192.0,6043.0,2020-03-14
cota,2177982.0,fabio de luca,fabio porchat,,201192.0,6043.0,2020-03-14
2014-2020,2358960.0,fabio de luca,antonio tabet,,236356.0,4318.0,2020-03-12
2014-2020,2358960.0,antonio tabet,antonio tabet,,236356.0,4318.0,2020-03-12
2014-2020,2358960.0,pedro benevides,antonio tabet,,236356.0,4318.0,2020-03-12
comercial de margarina,4043993.0,antonio tabet,,,302423.0,7407.0,2020-03-09
comercial de margarina,4043993.0,evelyn castro,,,302423.0,7407.0,2020-03-09
comercial de margarina,4043993.0,marina wilson,,,302423.0,7407.0,2020-03-09
comercial de margarina,4043993.0,joão bravo,,,302423.0,7407.0,2020-03-09
comercial de margarina,4043993.0,pedro benevides,,,302423.0,7407.0,2020-03-09
poliamor,1022293.0,evelyn castro,manuela cantuária,,90311.0,2518.0,2020-03-07
poliamor,1022293.0,karina ramil,manuela cantuária,,90311.0,2518.0,2020-03-07
escrita,1412872.0,noêmia oliveira,gabriel esteves,,117849.0,4071.0,2020-03-05
escrita,1412872.0,gregório duvivier,gabriel esteves,,117849.0,4071.0,2020-03-05
reality do porta? - saiba como participar,723506.0,,,,68727.0,960.0,2020-03-03
futuro ex-porta,2825591.0,rafael portugal,,,211891.0,2759.0,2020-03-02
futuro ex-porta,2825591.0,nathalia cruz,,,211891.0,2759.0,2020-03-02
futuro ex-porta,2825591.0,jorge hissa,,,211891.0,2759.0,2020-03-02
bebê gênio,1631703.0,evelyn castro,,,138155.0,2949.0,2020-02-29
bebê gênio,1631703.0,carine klimeck,,,138155.0,2949.0,2020-02-29
bebê gênio,1631703.0,rafael portugal,,,138155.0,2949.0,2020-02-29
bebê gênio,1631703.0,fábio de luca,,,138155.0,2949.0,2020-02-29
viatura,1202564.0,fabio de luca,,,113427.0,1283.0,2020-02-27
viatura,1202564.0,pedro benevides,,,113427.0,1283.0,2020-02-27
viatura,1202564.0,camilo borges,,,113427.0,1283.0,2020-02-27
viatura,1202564.0,joel vieira,,,113427.0,1283.0,2020-02-27
me xinga,2268423.0,thati lopes,,,145811.0,4317.0,2020-02-24
me xinga,2268423.0,gregório duvivier,,,145811.0,4317.0,2020-02-24
carnavírus,1396329.0,evelyn castro,,,109335.0,3463.0,2020-02-22
carnavírus,1396329.0,fabio de luca,,,109335.0,3463.0,2020-02-22
doula,1049001.0,evelyn castro,,,94411.0,4132.0,2020-02-20
doula,1049001.0,estevam nabote,,,94411.0,4132.0,2020-02-20
doula,1049001.0,poliana paiva,,,94411.0,4132.0,2020-02-20
doula,1049001.0,karina ramil,,,94411.0,4132.0,2020-02-20
doula,1049001.0,totoro,,,94411.0,4132.0,2020-02-20
pulando a cerca,2768110.0,rafael portugal,,,169150.0,1932.0,2020-02-17
pulando a cerca,2768110.0,joão vicente de castro,,,169150.0,1932.0,2020-02-17
pulando a cerca,2768110.0,pedro benevides,,,169150.0,1932.0,2020-02-17
água na boca,2175968.0,rafael portugal,,,138993.0,2394.0,2020-02-15
água na boca,2175968.0,gregorio duvivier,,,138993.0,2394.0,2020-02-15
lulonaro,2313478.0,estevam nabote,,,191015.0,5492.0,2020-02-13
lulonaro,2313478.0,fábio de luca,,,191015.0,5492.0,2020-02-13
lulonaro,2313478.0,pedro benevides,,,191015.0,5492.0,2020-02-13
lulonaro,2313478.0,noemia oliveira,,,191015.0,5492.0,2020-02-13
alice,1288610.0,antonio tabet,,,119311.0,2565.0,2020-02-10
alice,1288610.0,pedro benevides,,,119311.0,2565.0,2020-02-10
alice,1288610.0,thati lopes,,,119311.0,2565.0,2020-02-10
call,1135494.0,evelyn castro,,,86686.0,3749.0,2020-02-08
call,1135494.0,bianca frossard,,,86686.0,3749.0,2020-02-08
call,1135494.0,rafael portugal,,,86686.0,3749.0,2020-02-08
call,1135494.0,noemia oliveira,,,86686.0,3749.0,2020-02-08
call,1135494.0,tânia queiroz,,,86686.0,3749.0,2020-02-08
governo rh,1955734.0,antonio tabet,,,162726.0,8626.0,2020-02-06
governo rh,1955734.0,gregória duvivier,,,162726.0,8626.0,2020-02-06
governo rh,1955734.0,estevam nabote,,,162726.0,8626.0,2020-02-06
ladrón,2989039.0,fabio porchat,,,199153.0,3764.0,2020-02-03
ladrón,2989039.0,giovanna romo,,,199153.0,3764.0,2020-02-03
ladrón,2989039.0,alfonso borbolla,,,199153.0,3764.0,2020-02-03
ladrón,2989039.0,daniel tovar,,,199153.0,3764.0,2020-02-03
marya,1907098.0,joão vicente de castro,,,136815.0,1815.0,2020-02-01
marya,1907098.0,evelyn castro,,,136815.0,1815.0,2020-02-01
o homem que tem carro,2313169.0,antonio tabet,,,156977.0,3029.0,2020-01-30
o homem que tem carro,2313169.0,evelyn castro,,,156977.0,3029.0,2020-01-30
o homem que tem carro,2313169.0,rafael portugal,,,156977.0,3029.0,2020-01-30
missão madrinha,1374846.0,thati lopes,,,111677.0,1820.0,2020-01-27
missão madrinha,1374846.0,noemia oliveira,,,111677.0,1820.0,2020-01-27
brasileirada,1642473.0,estevam nabote,,,133807.0,4232.0,2020-01-25
brasileirada,1642473.0,gregório duvivier,,,133807.0,4232.0,2020-01-25
brasileirada,1642473.0,karina ramil,,,133807.0,4232.0,2020-01-25
brasileirada,1642473.0,pedro benevides,,,133807.0,4232.0,2020-01-25
bbb,2534262.0,joel vieira,,,167262.0,5329.0,2020-01-23
bbb,2534262.0,antonio tabet,,,167262.0,5329.0,2020-01-23
bbb,2534262.0,pedro benevides,,,167262.0,5329.0,2020-01-23
aventurando,2721977.0,rafael portugal,,,151824.0,2913.0,2020-01-20
aventurando,2721977.0,karina ramil,,,151824.0,2913.0,2020-01-20
aventurando,2721977.0,pedro benevides,,,151824.0,2913.0,2020-01-20
rh whatsapp,1810327.0,luis lobianco,,,108911.0,2590.0,2020-01-18
rh whatsapp,1810327.0,karina ramil,,,108911.0,2590.0,2020-01-18
dívidas,1729973.0,joão vicente de castro,,,118303.0,3485.0,2020-01-16
dívidas,1729973.0,karina ramil,,,118303.0,3485.0,2020-01-16
dívidas,1729973.0,pedro benevides,,,118303.0,3485.0,2020-01-16
dívidas,1729973.0,noemia oliveira,,,118303.0,3485.0,2020-01-16
dívidas,1729973.0,thati lopes,,,118303.0,3485.0,2020-01-16
jumanji,1312956.0,fabio de luca,,,90484.0,10904.0,2020-01-13
jumanji,1312956.0,estevam nabote,,,90484.0,10904.0,2020-01-13
jumanji,1312956.0,pedro benevides,,,90484.0,10904.0,2020-01-13
jumanji,1312956.0,thati lopes,,,90484.0,10904.0,2020-01-13
hablas español,1821682.0,karina ramil,,,145712.0,3331.0,2020-01-11
hablas español,1821682.0,evelyn castro,,,145712.0,3331.0,2020-01-11
hablas español,1821682.0,gustavo miranda,,,145712.0,3331.0,2020-01-11
papinho,2491757.0,thati lopes,,,189576.0,2282.0,2020-01-09
papinho,2491757.0,karina ramil,,,189576.0,2282.0,2020-01-09
papinho,2491757.0,rafael portugal,,,189576.0,2282.0,2020-01-09
papinho,2491757.0,antonio tabet,,,189576.0,2282.0,2020-01-09
procurador de emprego,1711866.0,thati lopes,,,137186.0,3244.0,2020-01-06
procurador de emprego,1711866.0,estevam nabote,,,137186.0,3244.0,2020-01-06
procurador de emprego,1711866.0,pedro benevides,,,137186.0,3244.0,2020-01-06
fala que eu te trato,1475148.0,gregório duvivier,,,140042.0,8014.0,2020-01-04
ansiedade,1447506.0,rafael portugal,,,118979.0,4455.0,2020-01-02
ansiedade,1447506.0,evelyn castro,,,118979.0,4455.0,2020-01-02
cavalo,4480302.0,estevam nabote,,,204186.0,6981.0,2019-12-31
cavalo,4480302.0,evelyn castro,,,204186.0,6981.0,2019-12-31
área vip,1367553.0,gregório duvivier,,,118833.0,4010.0,2019-12-30
área vip,1367553.0,pedro benevides,,,118833.0,4010.0,2019-12-30
modernidade,1294076.0,antonio tabet,,,104585.0,3752.0,2019-12-29
modernidade,1294076.0,paula jubé,,,104585.0,3752.0,2019-12-29
app de pegação,1294979.0,noemia oliveira,,,101084.0,4177.0,2019-12-28
app de pegação,1294979.0,thati lopes,,,101084.0,4177.0,2019-12-28
tá louquinha,2055618.0,gregório duvivier,,,144840.0,4898.0,2019-12-27
tá louquinha,2055618.0,pedro benevides,,,144840.0,4898.0,2019-12-27
tá louquinha,2055618.0,evelyn castro,,,144840.0,4898.0,2019-12-27
bic,2130180.0,pedro benevides,,,173428.0,4092.0,2019-12-26
bic,2130180.0,antonio tabet,,,173428.0,4092.0,2019-12-26
bic,2130180.0,luciana paes,,,173428.0,4092.0,2019-12-26
bic,2130180.0,rafael portugal,,,173428.0,4092.0,2019-12-26
meu corpo minhas regras,1553935.0,noemia oliveira,,,194160.0,16082.0,2019-12-25
meu corpo minhas regras,1553935.0,fabio porchat,,,194160.0,16082.0,2019-12-25
meu corpo minhas regras,1553935.0,thati lopes,,,194160.0,16082.0,2019-12-25
meu corpo minhas regras,1553935.0,evelyn castro,,,194160.0,16082.0,2019-12-25
amigo secreto de jesus,1630044.0,gregório duvivier,,,144710.0,29506.0,2019-12-24
amigo secreto de jesus,1630044.0,estevam nabote,,,144710.0,29506.0,2019-12-24
amigo secreto de jesus,1630044.0,fabio de luca,,,144710.0,29506.0,2019-12-24
amigo secreto de jesus,1630044.0,joão vicente de castro,,,144710.0,29506.0,2019-12-24
amigo secreto de jesus,1630044.0,evelyn castro,,,144710.0,29506.0,2019-12-24
humor de vanguarda,1471606.0,fabio pirchat,,,107154.0,7752.0,2019-12-23
humor de vanguarda,1471606.0,gregório duvivier,,,107154.0,7752.0,2019-12-23
humor de vanguarda,1471606.0,karina ramil,,,107154.0,7752.0,2019-12-23
homem,1336899.0,karina ramil,,,129079.0,4368.0,2019-12-22
homem,1336899.0,thati lopes,,,129079.0,4368.0,2019-12-22
desconstruído,1668298.0,gregório duvivier,,,146127.0,5894.0,2019-12-21
desconstruído,1668298.0,karina ramil,,,146127.0,5894.0,2019-12-21
inritado,2420015.0,gregório duvivier,,,277543.0,58692.0,2019-12-20
inritado,2420015.0,fabio de luca,,,277543.0,58692.0,2019-12-20
conflito nos astros,974020.0,antonio tabet,,,97579.0,2747.0,2019-12-19
conflito nos astros,974020.0,thati lopes,,,97579.0,2747.0,2019-12-19
conflito nos astros,974020.0,bruno jablonski,,,97579.0,2747.0,2019-12-19
conflito nos astros,974020.0,estevam nabote,,,97579.0,2747.0,2019-12-19
conflito nos astros,974020.0,andré fustagno,,,97579.0,2747.0,2019-12-19
avó,1422183.0,thati lopes,,,111525.0,4019.0,2019-12-18
avó,1422183.0,stella freitas,,,111525.0,4019.0,2019-12-18
selfie por interesse,1859126.0,gregório duvivier,,,133517.0,4255.0,2019-12-17
selfie por interesse,1859126.0,rafael portugal,,,133517.0,4255.0,2019-12-17
selfie por interesse,1859126.0,thati lopes,,,133517.0,4255.0,2019-12-17
irmã,2516316.0,rafael portugal,,,207708.0,5640.0,2019-12-16
irmã,2516316.0,joão vicente de castro,,,207708.0,5640.0,2019-12-16
mágico de oz,1348385.0,antonio tabet,,,120626.0,8839.0,2019-12-15
mágico de oz,1348385.0,pedro benevides,,,120626.0,8839.0,2019-12-15
mágico de oz,1348385.0,thati lopes,,,120626.0,8839.0,2019-12-15
mágico de oz,1348385.0,fabio porchat,,,120626.0,8839.0,2019-12-15
mágico de oz,1348385.0,gregório duvivier,,,120626.0,8839.0,2019-12-15
casal 30,1064822.0,estevam nabote,,,99551.0,3804.0,2019-12-14
casal 30,1064822.0,noemia oliveira,,,99551.0,3804.0,2019-12-14
casal 30,1064822.0,thati lopes,,,99551.0,3804.0,2019-12-14
me tira daqui,1070739.0,gregorio duvivier,,,94503.0,6979.0,2019-12-13
me tira daqui,1070739.0,pedro benevides,,,94503.0,6979.0,2019-12-13
me tira daqui,1070739.0,noemia oliveira,,,94503.0,6979.0,2019-12-13
faça o que eu falo,1270629.0,rafael portugal,,,125436.0,4681.0,2019-12-12
faça o que eu falo,1270629.0,camillo borges,,,125436.0,4681.0,2019-12-12
décimo dentista,2422296.0,pedro benevides,,,174851.0,4770.0,2019-12-11
décimo dentista,2422296.0,fábio de luca,,,174851.0,4770.0,2019-12-11
décimo dentista,2422296.0,gabriel totoro,,,174851.0,4770.0,2019-12-11
décimo dentista,2422296.0,andré fustagno,,,174851.0,4770.0,2019-12-11
ligação,1763119.0,fabio porchat,,,139754.0,5833.0,2019-12-10
ligação,1763119.0,thati lopes,,,139754.0,5833.0,2019-12-10
ligação,1763119.0,pedro benevides,,,139754.0,5833.0,2019-12-10
aula de gastronomia,1598884.0,thati lopes,,,119024.0,3622.0,2019-12-09
aula de gastronomia,1598884.0,pedro benevides,,,119024.0,3622.0,2019-12-09
aula de gastronomia,1598884.0,noemia oliveira,,,119024.0,3622.0,2019-12-09
siamês universitário,2106270.0,evelyn castro,,,150456.0,4663.0,2019-12-08
siamês universitário,2106270.0,fabio porchat,,,150456.0,4663.0,2019-12-08
siamês universitário,2106270.0,rafael portugal,,,150456.0,4663.0,2019-12-08
siamês universitário,2106270.0,gregorio duvivier,,,150456.0,4663.0,2019-12-08
meninx,1984242.0,thati lopes,,,192788.0,5524.0,2019-12-07
meninx,1984242.0,pedro benevides,,,192788.0,5524.0,2019-12-07
meninx,1984242.0,karina ramil,,,192788.0,5524.0,2019-12-07
foco,1272046.0,karina ramil,,,101026.0,5132.0,2019-12-06
foco,1272046.0,rafael portugal,,,101026.0,5132.0,2019-12-06
foco,1272046.0,joão vicente de castro,,,101026.0,5132.0,2019-12-06
foco,1272046.0,gabriel totoro,,,101026.0,5132.0,2019-12-06
foco,1272046.0,gui machado,,,101026.0,5132.0,2019-12-06
motorista,2130945.0,thati lopes,,,145278.0,2699.0,2019-12-05
motorista,2130945.0,estevam nabote,,,145278.0,2699.0,2019-12-05
motorista,2130945.0,evelyn castro,,,145278.0,2699.0,2019-12-05
coisas de casal,2891565.0,letícia lima,,,213116.0,3231.0,2019-12-04
coisas de casal,2891565.0,fabio porchat,,,213116.0,3231.0,2019-12-04
deus é sagitário,1429966.0,antonio tabet,,,128289.0,6605.0,2019-12-03
deus é sagitário,1429966.0,evelyn castro,,,128289.0,6605.0,2019-12-03
deus é sagitário,1429966.0,joão vicente de castro,,,128289.0,6605.0,2019-12-03
bolsa moradia,992944.0,noemia oliveira,,,108107.0,3067.0,2019-12-02
bolsa moradia,992944.0,thati lopes,,,108107.0,3067.0,2019-12-02
chefe secreto,1217434.0,gregório duvivier,,,104602.0,4029.0,2019-12-01
chefe secreto,1217434.0,rafael portugal,,,104602.0,4029.0,2019-12-01
chefe secreto,1217434.0,pedro benevides,,,104602.0,4029.0,2019-12-01
meditagram,1336776.0,gregório duvivier,,,124434.0,3492.0,2019-11-30
transformers,1573256.0,joão vicente de castro,,,141550.0,2283.0,2019-11-28
transformers,1573256.0,fabio porchat,,,141550.0,2283.0,2019-11-28
transformers,1573256.0,pedro benevides,,,141550.0,2283.0,2019-11-28
fim de ano do porta,913174.0,gabriel totoro,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,gregório duvivier,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,fabio porchat,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,rafael portugal,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,thati lopes,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,antonio tabet,,,92854.0,8580.0,2019-11-27
fim de ano do porta,913174.0,joão vicente de castro,,,92854.0,8580.0,2019-11-27
unboxing,1160939.0,rafael portugal,,,94786.0,2808.0,2019-11-25
unboxing,1160939.0,thati lopes,,,94786.0,2808.0,2019-11-25
unboxing,1160939.0,noemia oliveira,,,94786.0,2808.0,2019-11-25
quem ama curte,2317677.0,rafael portugal,,,165974.0,2613.0,2019-11-23
quem ama curte,2317677.0,thati lopes,,,165974.0,2613.0,2019-11-23
dinero,2068647.0,fábio porchat,,,146370.0,4807.0,2019-11-21
dinero,2068647.0,joão vicente de castro,,,146370.0,4807.0,2019-11-21
dinero,2068647.0,daniel garcia,,,146370.0,4807.0,2019-11-21
dinero,2068647.0,pedro benevides,,,146370.0,4807.0,2019-11-21
trailer - a primeira tentação de cristo (especial de natal - netflix),777600.0,,,,31193.0,26413.0,2019-11-19
não tô entendendo,1002735.0,gregorio duvivier,,,105747.0,5018.0,2019-11-18
não tô entendendo,1002735.0,karina ramil,,,105747.0,5018.0,2019-11-18
não tô entendendo,1002735.0,thati lopes,,,105747.0,5018.0,2019-11-18
não tô entendendo,1002735.0,fabio porchat,,,105747.0,5018.0,2019-11-18
curtir sem curtir,2020301.0,pedro benevides,,,132727.0,2720.0,2019-11-16
curtir sem curtir,2020301.0,antonio tabet,,,132727.0,2720.0,2019-11-16
curtir sem curtir,2020301.0,estevam nabote,,,132727.0,2720.0,2019-11-16
curtir sem curtir,2020301.0,fábio de luca,,,132727.0,2720.0,2019-11-16
notícia triste,1693068.0,joel vieira,,,141466.0,6487.0,2019-11-14
notícia triste,1693068.0,thati lopes,,,141466.0,6487.0,2019-11-14
médico supersticioso,1428354.0,gregório duvivier,,,115764.0,3961.0,2019-11-11
médico supersticioso,1428354.0,pedro benevides,,,115764.0,3961.0,2019-11-11
curtida,2413242.0,letícia lima,,,178700.0,2393.0,2019-11-09
curtida,2413242.0,fabio porchat,,,178700.0,2393.0,2019-11-09
tá bravo?,3086722.0,rafael portugal,,,246436.0,6626.0,2019-11-07
tá bravo?,3086722.0,evelyn castro,,,246436.0,6626.0,2019-11-07
tá bravo?,3086722.0,karina ramil,,,246436.0,6626.0,2019-11-07
tá bravo?,3086722.0,pedro benevides,,,246436.0,6626.0,2019-11-07
filho bonito,4298364.0,antonio tabet,,,288348.0,7137.0,2019-11-04
filho bonito,4298364.0,luciana paes,,,288348.0,7137.0,2019-11-04
filho bonito,4298364.0,vitor figueiredo,,,288348.0,7137.0,2019-11-04
dia mais feliz da vida,1504537.0,noemia oliveira,,,130103.0,3222.0,2019-11-02
dia mais feliz da vida,1504537.0,gregório duvivier,,,130103.0,3222.0,2019-11-02
espírito,1099075.0,evelyn castro,,,93609.0,2661.0,2019-10-31
espírito,1099075.0,pedro benevides,,,93609.0,2661.0,2019-10-31
espírito,1099075.0,karina ramil,,,93609.0,2661.0,2019-10-31
espírito,1099075.0,nisia rocha,,,93609.0,2661.0,2019-10-31
pedro,4984567.0,fabio porchat,,,323696.0,4807.0,2019-10-28
pedro,4984567.0,thati lopes,,,323696.0,4807.0,2019-10-28
homem sem barba,5323442.0,camillo borges,,,292627.0,5235.0,2019-10-26
homem sem barba,5323442.0,rafael portugal,,,292627.0,5235.0,2019-10-26
homem sem barba,5323442.0,dudu rios,,,292627.0,5235.0,2019-10-26
homem sem barba,5323442.0,noemia oliveira,,,292627.0,5235.0,2019-10-26
homem sem barba,5323442.0,pedro benevides,,,292627.0,5235.0,2019-10-26
nome de rua,1538506.0,gregório duvivier,,,124850.0,2468.0,2019-10-24
nome de rua,1538506.0,joão vicente de castro,,,124850.0,2468.0,2019-10-24
nome de rua,1538506.0,antonio tabet,,,124850.0,2468.0,2019-10-24
miliciano,4158110.0,antonio tabet,,,235481.0,5370.0,2019-10-21
miliciano,4158110.0,estevam nabote,,,235481.0,5370.0,2019-10-21
miliciano,4158110.0,pedro benevides,,,235481.0,5370.0,2019-10-21
te conheço de algum lugar,2505737.0,evelyn castro,,,154202.0,2642.0,2019-10-19
te conheço de algum lugar,2505737.0,thati lopes,,,154202.0,2642.0,2019-10-19
te conheço de algum lugar,2505737.0,rafael portugal,,,154202.0,2642.0,2019-10-19
emprestando,4659918.0,rafael portugal,,,237389.0,10566.0,2019-10-17
emprestando,4659918.0,fábio porchat,,,237389.0,10566.0,2019-10-17
escritor branco,2367220.0,yuri marçal,,,237616.0,8819.0,2019-10-14
escritor branco,2367220.0,gregório duvivier,,,237616.0,8819.0,2019-10-14
escritor branco,2367220.0,fábio porchat,,,237616.0,8819.0,2019-10-14
uber feet,2606973.0,rafael portugal,,,164412.0,2222.0,2019-10-12
uber feet,2606973.0,pedro benevides,,,164412.0,2222.0,2019-10-12
uber feet,2606973.0,totoro,,,164412.0,2222.0,2019-10-12
uber feet,2606973.0,karina ramil,,,164412.0,2222.0,2019-10-12
fiador,3015121.0,estevam nabote,,,172983.0,2853.0,2019-10-10
fiador,3015121.0,evelyn castro,,,172983.0,2853.0,2019-10-10
fiador,3015121.0,joão vicente de castro,,,172983.0,2853.0,2019-10-10
lindo,2620018.0,fabio porchat,,,173476.0,4782.0,2019-10-07
lindo,2620018.0,karina ramil,,,173476.0,4782.0,2019-10-07
lindo,2620018.0,claudio andrade,,,173476.0,4782.0,2019-10-07
whindersson,7065324.0,antonio tabet,,,719335.0,13405.0,2019-10-05
whindersson,7065324.0,thati lopes,,,719335.0,13405.0,2019-10-05
whindersson,7065324.0,rafael portugal,,,719335.0,13405.0,2019-10-05
whindersson,7065324.0,whindersson nunes,,,719335.0,13405.0,2019-10-05
sobrinho,2040424.0,noemia oliveira,,,142790.0,3056.0,2019-10-03
sobrinho,2040424.0,gregório duvivier,,,142790.0,3056.0,2019-10-03
sobrinho,2040424.0,karina ramil,,,142790.0,3056.0,2019-10-03
sobrinho,2040424.0,pedro benevides,,,142790.0,3056.0,2019-10-03
sobrinho,2040424.0,artur rodrigues,,,142790.0,3056.0,2019-10-03
missão secreta,1948523.0,thati lopes,,,127291.0,3302.0,2019-09-30
missão secreta,1948523.0,fábio porchat,,,127291.0,3302.0,2019-09-30
volta pra casa,2809789.0,antonio tabet,,,153023.0,2473.0,2019-09-28
volta pra casa,2809789.0,estevam nabote,,,153023.0,2473.0,2019-09-28
acompanhando,1635503.0,thati lopes,,,109557.0,2518.0,2019-09-26
acompanhando,1635503.0,noemia oliveira,,,109557.0,2518.0,2019-09-26
acompanhando,1635503.0,karina ramil,,,109557.0,2518.0,2019-09-26
acompanhando,1635503.0,rafael portugal,,,109557.0,2518.0,2019-09-26
não dá mais,3291381.0,fábio porchat,,,235619.0,4029.0,2019-09-23
não dá mais,3291381.0,gregório duvivier,,,235619.0,4029.0,2019-09-23
não dá mais,3291381.0,narcisa tamborindeguy,,,235619.0,4029.0,2019-09-23
missão impossível,1655223.0,rafael portugal,,,107951.0,7303.0,2019-09-21
missão impossível,1655223.0,totoro,,,107951.0,7303.0,2019-09-21
missão impossível,1655223.0,noemia oliveira,,,107951.0,7303.0,2019-09-21
missão impossível,1655223.0,antonio tabet,,,107951.0,7303.0,2019-09-21
contabilidade criativa,1740207.0,evelyn castro,,,124821.0,1966.0,2019-09-19
contabilidade criativa,1740207.0,fábio de luca,,,124821.0,1966.0,2019-09-19
contabilidade criativa,1740207.0,pedro benevides,,,124821.0,1966.0,2019-09-19
outra mulher,7350260.0,letícia lima,,,415500.0,6434.0,2019-09-16
outra mulher,7350260.0,fábio porchat,,,415500.0,6434.0,2019-09-16
outra mulher,7350260.0,dani suzuki,,,415500.0,6434.0,2019-09-16
sem compromisso,6621830.0,joão vicente de castro,,,275722.0,6139.0,2019-09-14
sem compromisso,6621830.0,noemia oliveira,,,275722.0,6139.0,2019-09-14
sem compromisso,6621830.0,estevam nabote,,,275722.0,6139.0,2019-09-14
mamata,2661663.0,antonio tabet,,,200922.0,7665.0,2019-09-12
mamata,2661663.0,rafael portugal,,,200922.0,7665.0,2019-09-12
mamata,2661663.0,stepan nercessian,,,200922.0,7665.0,2019-09-12
mamata,2661663.0,joão vicente de castro,,,200922.0,7665.0,2019-09-12
mamata,2661663.0,gregório duvivier,,,200922.0,7665.0,2019-09-12
espirro,2170631.0,rafael portugal,,,139025.0,5522.0,2019-09-09
espirro,2170631.0,thati lopes,,,139025.0,5522.0,2019-09-09
espirro,2170631.0,anja bittencourt,,,139025.0,5522.0,2019-09-09
espirro,2170631.0,bené,,,139025.0,5522.0,2019-09-09
a culpa nao é minha,1874306.0,rafael portugal,,,136386.0,4641.0,2019-09-07
a culpa nao é minha,1874306.0,estevam nabote,,,136386.0,4641.0,2019-09-07
a culpa nao é minha,1874306.0,bené,,,136386.0,4641.0,2019-09-07
baby shark,3266950.0,karina ramil,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,antonio tabet,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,rafael portugal,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,evelyn castro,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,estevam nabote,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,totoro,,,235065.0,3696.0,2019-09-05
baby shark,3266950.0,bené,,,235065.0,3696.0,2019-09-05
mau-caráter,2140792.0,gregório duvivier,,,169040.0,5977.0,2019-09-02
mau-caráter,2140792.0,karina ramil,,,169040.0,5977.0,2019-09-02
reprisando,1796550.0,fábio de luca,,,114112.0,1809.0,2019-08-31
reprisando,1796550.0,pedro benevides,,,114112.0,1809.0,2019-08-31
reprisando,1796550.0,gustavo chagas,,,114112.0,1809.0,2019-08-31
tiozão,2370522.0,rafael portugal,,,186869.0,2930.0,2019-08-29
tiozão,2370522.0,karina ramil,,,186869.0,2930.0,2019-08-29
tiozão,2370522.0,evelyn castro,,,186869.0,2930.0,2019-08-29
tiozão,2370522.0,pedro benevides,,,186869.0,2930.0,2019-08-29
tiozão,2370522.0,antonio tabet,,,186869.0,2930.0,2019-08-29
desprotesto,1567851.0,evelyn castro,,,163083.0,8840.0,2019-08-26
desprotesto,1567851.0,joão vicente de castro,,,163083.0,8840.0,2019-08-26
desprotesto,1567851.0,thati lopes,,,163083.0,8840.0,2019-08-26
desprotesto,1567851.0,estevam nabote,,,163083.0,8840.0,2019-08-26
desprotesto,1567851.0,totoro,,,163083.0,8840.0,2019-08-26
desprotesto,1567851.0,pedro benevides,,,163083.0,8840.0,2019-08-26
oz,1750052.0,fabio porchat,,,147726.0,3650.0,2019-08-24
oz,1750052.0,gregorio duvivier,,,147726.0,3650.0,2019-08-24
